corr_tau_r_functional_time,corr_sigma_functional_time,corr_tau_sigma_ratio_functional_time,corr_sigma_tau_ratio_functional_time
-0.9942738656527024,-0.07680551472347423,-0.33814099689592036,0.5629365826525405
