sigma,tau_r,recovery_probability,mean_t_return,mean_functional_time,std_functional_time,mean_x_max,tau_sigma_ratio
0.5,12.26530612244898,0.8,43.43833333333334,6.561666666666664,8.669364246401326,0.9296299909543486,24.53061224489796
0.5,12.755102040816325,0.7666666666666667,44.46166666666667,5.53833333333333,8.504488503880975,0.9331623824698185,25.51020408163265
0.5,13.244897959183673,0.7,45.08500000000001,4.914999999999997,8.455065304913074,0.9364569081106748,26.489795918367346
0.5,13.73469387755102,0.6333333333333333,46.156666666666666,3.843333333333331,8.68246085143962,0.939557761573963,27.46938775510204
0.5,14.224489795918368,0.6,47.02333333333333,2.9766666666666644,9.175264097799463,0.9424724628227346,28.448979591836736
0.5,14.714285714285714,0.6,48.09666666666667,1.9033333333333302,8.814661897532776,0.945221181212465,29.428571428571427
0.5,15.204081632653061,0.6,49.065000000000005,0.9349999999999971,8.54787884557454,0.9478243793475287,30.408163265306122
0.5,15.693877551020408,0.5666666666666667,49.59166666666667,0.40833333333333094,8.380149814862515,0.9502850961938726,31.387755102040817
0.5,16.183673469387756,0.4666666666666667,51.156666666666666,-1.1566666666666694,9.26165373381328,0.9526154110894723,32.36734693877551
0.5,16.6734693877551,0.43333333333333335,52.175,-2.1750000000000025,9.50804332820557,0.9548285866857616,33.3469387755102
0.5,17.163265306122447,0.4,53.43,-3.430000000000003,9.21577171352796,0.9569269349473856,34.326530612244895
0.5,17.653061224489797,0.3,55.07931034482759,-5.079310344827589,9.267546266035225,0.9589185479941774,35.30612244897959
0.5,18.142857142857142,0.26666666666666666,55.2,-5.200000000000004,9.385804884682685,0.9608620825555472,36.285714285714285
0.5,18.632653061224488,0.23333333333333334,56.2,-6.200000000000003,10.037476073492076,0.9627156063569029,37.26530612244898
0.5,19.122448979591837,0.23333333333333334,58.41250000000001,-8.412500000000003,10.925349600305198,0.9645271067977009,38.24489795918368
0.5,19.612244897959183,0.23333333333333334,58.92037037037038,-8.920370370370373,10.070418019542142,0.9662969039097078,39.224489795918366
0.5,20.10204081632653,0.23333333333333334,59.517307692307696,-9.517307692307694,10.278958530003829,0.9679938000042934,40.20408163265306
0.5,20.591836734693878,0.2,59.446000000000005,-9.446000000000003,9.973568401864332,0.969614456624594,41.183673469387756
0.5,21.081632653061224,0.2,60.52,-10.520000000000005,9.935626133599568,0.9711728674513821,42.16326530612245
0.5,21.57142857142857,0.16666666666666666,61.35,-11.350000000000003,10.124174684559641,0.9726659031788311,43.14285714285714
0.5,22.06122448979592,0.13333333333333333,61.958333333333336,-11.958333333333336,9.745474609392753,0.9740961147454777,44.12244897959184
0.5,22.551020408163264,0.1,62.45652173913044,-12.456521739130437,9.640531204100386,0.9754684675920701,45.10204081632653
0.5,23.04081632653061,0.1,63.25681818181818,-13.256818181818186,9.705463550355168,0.9767929959726694,46.08163265306122
0.5,23.53061224489796,0.03333333333333333,64.36136363636363,-14.361363636363638,9.15542945623735,0.9780747164608052,47.06122448979592
0.5,24.020408163265305,0.0,65.97619047619048,-15.976190476190478,7.7725417182479495,0.9793067624718383,48.04081632653061
0.5,24.51020408163265,0.0,67.49047619047619,-17.49047619047619,6.839145031500997,0.9804919691929437,49.0204081632653
0.5,25.0,0.0,68.55000000000001,-18.550000000000004,6.908002605674089,0.9816372612816332,50.0
0.7346938775510204,1.0,1.0,13.286666666666667,36.71333333333334,0.29680288749098943,0.39142753396123414,1.361111111111111
0.7346938775510204,1.489795918367347,1.0,14.533333333333333,35.46666666666667,0.5612998051526212,0.4864393411162176,2.0277777777777777
0.7346938775510204,1.9795918367346939,1.0,16.005000000000003,33.995,0.6697078621978823,0.5559044905918614,2.694444444444444
0.7346938775510204,2.4693877551020407,1.0,17.238333333333333,32.76166666666667,0.9027432648870067,0.6083631945601014,3.3611111111111103
0.7346938775510204,2.9591836734693877,1.0,18.693333333333335,31.306666666666665,1.122246310579454,0.6493615543360599,4.027777777777778
0.7346938775510204,3.4489795918367347,1.0,19.955000000000002,30.044999999999998,1.4067172595357829,0.6822430797342567,4.694444444444445
0.7346938775510204,3.9387755102040813,1.0,21.290000000000003,28.709999999999997,1.3697721934938543,0.7095394122555515,5.361111111111111
0.7346938775510204,4.428571428571429,1.0,22.665000000000003,27.334999999999997,1.4537199607001103,0.732707129195243,6.027777777777778
0.7346938775510204,4.918367346938775,1.0,23.943333333333335,26.056666666666665,2.131080887044515,0.7525701374251718,6.694444444444444
0.7346938775510204,5.408163265306122,1.0,24.928333333333335,25.071666666666665,2.1574922916445725,0.7698562948935133,7.36111111111111
0.7346938775510204,5.8979591836734695,1.0,26.46,23.54,2.7709826465689398,0.7850637371511678,8.027777777777777
0.7346938775510204,6.387755102040816,1.0,27.65666666666667,22.34333333333333,3.5777987196264864,0.7984979849080861,8.694444444444441
0.7346938775510204,6.877551020408163,1.0,28.348333333333336,21.651666666666664,3.3420900783722183,0.8105301673506542,9.36111111111111
0.7346938775510204,7.36734693877551,1.0,29.998333333333335,20.001666666666665,4.004985757720022,0.8213736852146069,10.027777777777777
0.7346938775510204,7.857142857142857,1.0,31.583333333333332,18.416666666666664,4.412801388228799,0.8311365698707871,10.694444444444441
0.7346938775510204,8.346938775510203,1.0,32.46333333333334,17.536666666666665,4.306369247051862,0.8399542906566602,11.361111111111109
0.7346938775510204,8.83673469387755,1.0,33.84,16.16,4.4852901340054805,0.8480571758365744,12.027777777777777
0.7346938775510204,9.326530612244898,1.0,35.725,14.274999999999999,4.801360259845911,0.855565590049922,12.694444444444445
0.7346938775510204,9.816326530612244,0.9666666666666667,37.343333333333334,12.656666666666665,6.015694034161286,0.8624815537419435,13.361111111111109
0.7346938775510204,10.306122448979592,0.9666666666666667,38.156666666666666,11.843333333333332,5.752266919453902,0.8689899380674416,14.027777777777777
0.7346938775510204,10.795918367346939,0.9666666666666667,39.281666666666666,10.718333333333332,6.464751686477688,0.8751266689127665,14.694444444444445
0.7346938775510204,11.285714285714285,0.9666666666666667,39.973333333333336,10.026666666666666,6.336562395219173,0.8808514674111307,15.361111111111109
