sigma,tau_r,trial,noise_strength,recovered,recovered_within_window,t_return,functional_time,x_max,tau_sigma_ratio,sigma_tau_ratio
0.5,3.4489795918367347,3,0.02,True,True,19.25,30.75,0.7714259159005068,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,4,0.02,True,True,21.400000000000002,28.599999999999998,0.7584573125880494,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,5,0.02,True,True,20.700000000000003,29.299999999999997,0.752532098768261,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,6,0.02,True,True,19.950000000000003,30.049999999999997,0.7622666428545575,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,7,0.02,True,True,18.6,31.4,0.7396458806657404,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,8,0.02,True,True,20.5,29.5,0.7615482324774819,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,9,0.02,True,True,20.5,29.5,0.7625539055266912,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,10,0.02,True,True,20.6,29.4,0.7513157883099622,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,11,0.02,True,True,19.5,30.5,0.7324932370014114,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,12,0.02,True,True,19.75,30.25,0.7189117857921953,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,13,0.02,True,True,20.85,29.15,0.7378853781007966,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,14,0.02,True,True,18.45,31.55,0.7355826835400225,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,15,0.02,True,True,19.55,30.45,0.7545676963886037,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,16,0.02,True,True,19.650000000000002,30.349999999999998,0.7941187454294825,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,17,0.02,True,True,18.45,31.55,0.7668415556684227,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,18,0.02,True,True,19.35,30.65,0.7776836351286185,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,19,0.02,True,True,18.900000000000002,31.099999999999998,0.7589919065205165,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,20,0.02,True,True,20.950000000000003,29.049999999999997,0.7689537875229516,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,21,0.02,True,True,19.1,30.9,0.7744433987834288,6.8979591836734695,0.14497041420118342
0.5,3.4489795918367347,22,0.02,True,True,22.6,27.4,0.7892471649915723,6.8979591836734695,0.14497041420118342
